"country","countryiso3","NE.IMP.GNFS.ZS_2013","NE.IMP.GNFS.ZS_2014","NE.IMP.GNFS.ZS_2015","NE.IMP.GNFS.ZS_2016","NE.IMP.GNFS.ZS_2017","NE.IMP.GNFS.ZS_2018","NE.IMP.GNFS.ZS_2019"
"St. Kitts and Nevis","KNA",45.2447141634838,55.1166784523689,57.0105756423218,57.2051835523656,54.3888131424771,57.4893741755826,58.9918524992247
"St. Vincent and the Grenadines","VCT",NA,NA,NA,NA,NA,NA,NA
"Sub-Saharan Africa","SSF",30.8128408197767,29.7784432427453,28.4742492716404,26.6483099339147,25.8887892860184,27.7484724736734,30.4173933650106
"Sub-Saharan Africa (excluding high income)","SSA",30.4861025962258,29.455881876492,28.1690055003007,26.3472671094479,25.5630603288945,27.4397820615927,NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",30.8128408197767,29.7784432427453,28.4742492716404,26.6483099339147,25.8887892860184,27.7484724736734,30.4173933650107
"Sudan","SDN",14.8879564330864,11.3096996798929,10.9185781077332,12.5270772719385,11.8153243800271,12.3456377692715,14.0927764817356
"Suriname","SUR",NA,NA,NA,NA,NA,NA,NA
"Sweden","SWE",38.2888561427337,39.6673704457852,39.957046992468,39.6291668167222,41.2000275021437,43.4481368827908,43.4754759348256
"Switzerland","CHE",59.8716088248131,52.5864049136553,50.5140471259086,54.2279686781528,54.4753676082932,53.9033751316048,53.4049572220264
"Syrian Arab Republic","SYR",NA,NA,NA,NA,NA,NA,NA
"Tajikistan","TJK",60.6555992268362,45.4370684156367,42.2403410957121,42.0381393965759,40.9215394067741,NA,NA
"Tanzania","TZA",29.6184113462412,27.2868126562251,23.652768875977,19.0704953695815,17.098663264222,NA,NA
"Thailand","THA",65.2911331011204,62.5113744577693,57.2030426392533,53.4960642709539,54.2259926048092,56.0303605642381,50.5584533990022
"Timor-Leste","TLS",74.0589667660738,78.1752010853005,56.8011761027676,56.6180745175821,54.1254300446534,60.2661534665961,NA
"Togo","TGO",66.2849783364817,57.74814923683,57.8134273439716,53.4910938624127,43.7309700951265,42.2890443313526,41.6015382008851
"Tonga","TON",62.579639109291,57.4241889372281,64.7232951187803,67.7459246767847,70.3123356819855,75.9221976120895,NA
"Tunisia","TUN",56.4833433363364,55.901906130434,51.5908186531679,51.3729966922452,56.9581922781366,62.198483869742,60.7032183261893
"Turkey","TUR",28.0780693765428,27.6497694430239,25.9539354107491,24.8505638165141,29.2845159096901,30.627267147686,29.7802630497053
"Turkmenistan","TKM",48.7535022781592,44.313308180968,45.6244662766662,39.8839137645108,31.1069593647828,12.4971962092749,NA
"Uganda","UGA",26.8134045474731,21.2382970285986,25.0146822207268,18.9356446676876,20.1759235118685,21.7080251523544,26.6527533580547
"Ukraine","UKR",52.1929459363171,52.0988206677736,55.2089367899327,56.2225854554037,55.7035432366293,53.9196808624174,49.0015760219234
"United Arab Emirates","ARE",64.7281648949165,68.9314775001503,74.3508273325776,75.7446341195563,75.4094120296224,66.6806507430916,68.4798395481877
"United Kingdom","GBR",31.2292345754384,29.8963352674917,29.0316741231658,30.059048479087,31.579013422524,32.0040908378663,32.7114057234497
"United States","USA",16.4684827889121,16.4330764311238,15.2950188510407,14.6436490913943,15.0474864512352,15.2984931212844,NA
"Upper middle income","UMC",25.2284635010475,24.8742017815737,23.0597989442534,22.2487855536209,22.8146743806862,23.7509944065211,22.9770663644423
"Uruguay","URY",26.3647100071377,25.5449624494588,22.8503895636727,19.8826827870901,18.3348262280759,18.9879778986226,19.3062443109586
"Uzbekistan","UZB",20.2284042904194,18.2165401956493,15.1090127337292,14.8711118405707,23.8777966669952,38.5857319035973,41.8185555158946
"Vanuatu","VUT",51.2961228447423,49.3913461173823,NA,NA,NA,NA,NA
"Venezuela, RB","VEN",29.5127829641928,31.3969861752704,NA,NA,NA,NA,NA
"Vietnam","VNM",81.4680958032644,83.1297538559053,88.9881660784447,91.0623392504064,98.7911445822242,102.474860762582,103.604695306615
"Virgin Islands (U.S.)","VIR",73.2323232323232,83.6278299282165,80.8164354322305,78.4105617395806,78.5732814526589,NA,NA
"West Bank and Gaza","PSE",54.5367104841295,56.6933530466514,59.4776296062495,56.8067214372435,55.6397045130052,59.7356303751394,NA
"World","WLD",29.642462452189,29.5376292149741,28.4991498584495,27.5998011872753,28.5286040599796,29.300392366445,NA
"Zambia","ZMB",44.1143557977324,41.2411067636083,47.1758612291109,38.6338718826595,36.5928698054053,35.9830503814727,35.0136442247813
"Zimbabwe","ZWE",36.6687353530613,33.7414695015361,37.5886353158634,31.2754930936409,30.3702729992138,31.0047522453361,NA
