"retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","country","countryiso3"
-36,-14,72,-20,-30,9,"Kansas",NA
-37,-11,68,-34,-34,9,"Kentucky",NA
-45,-16,-18,-49,-35,11,"Louisiana",NA
-24,-5,NA,-36,-21,15,"Acadia Parish",NA
-34,-19,NA,NA,-33,NA,"Allen Parish",NA
-45,-21,NA,NA,-34,15,"Ascension Parish",NA
NA,-8,NA,NA,-36,NA,"Assumption Parish",NA
-24,-8,NA,NA,-32,-2,"Avoyelles Parish",NA
-29,-10,NA,NA,-31,3,"Beauregard Parish",NA
-41,-15,NA,NA,-32,NA,"Bienville Parish",NA
-49,-19,4,-30,-37,12,"Bossier Parish",NA
-36,-9,-14,-31,-32,10,"Caddo Parish",NA
-40,-19,-6,-38,-34,11,"Calcasieu Parish",NA
-25,NA,NA,NA,-29,NA,"Caldwell Parish",NA
NA,10,NA,NA,-17,NA,"Cameron Parish",NA
-64,-20,NA,NA,-38,NA,"Catahoula Parish",NA
-49,-18,NA,NA,-31,NA,"Claiborne Parish",NA
-23,-16,NA,NA,-20,NA,"Concordia Parish",NA
-13,-16,NA,-35,-24,NA,"De Soto Parish",NA
-48,-16,-26,-44,-34,12,"East Baton Rouge Parish",NA
-23,-9,NA,NA,-35,NA,"East Feliciana Parish",NA
-16,-4,NA,NA,-25,NA,"Evangeline Parish",NA
-28,-8,NA,NA,-22,NA,"Franklin Parish",NA
NA,-13,NA,NA,-20,NA,"Grant Parish",NA
-26,-11,-30,NA,-23,16,"Iberia Parish",NA
-29,-4,NA,-43,-30,NA,"Iberville Parish",NA
-19,-8,NA,NA,-30,NA,"Jackson Parish",NA
-40,-12,NA,-47,-33,-1,"Jefferson Davis Parish",NA
-49,-20,-1,-84,-44,14,"Jefferson Parish",NA
-27,-9,NA,NA,-31,NA,"La Salle Parish",NA
-44,-22,15,-42,-31,11,"Lafayette Parish",NA
-23,-13,NA,-36,-25,12,"Lafourche Parish",NA
-53,-26,NA,NA,-38,9,"Lincoln Parish",NA
-40,-12,-13,-16,-32,10,"Livingston Parish",NA
-17,-8,NA,-37,-20,NA,"Madison Parish",NA
-24,-8,NA,NA,-23,NA,"Morehouse Parish",NA
-33,-24,NA,NA,-30,6,"Natchitoches Parish",NA
-71,-35,-55,-59,-54,16,"Orleans Parish",NA
-41,-15,-24,-27,-29,9,"Ouachita Parish",NA
-39,-21,-31,NA,-25,NA,"Plaquemines Parish",NA
-15,-12,NA,NA,-16,NA,"Pointe Coupee Parish",NA
-40,-15,-2,-55,-30,10,"Rapides Parish",NA
-42,NA,NA,NA,-26,NA,"Red River Parish",NA
-24,-10,NA,-25,-16,NA,"Richland Parish",NA
-16,-6,NA,NA,-23,NA,"Sabine Parish",NA
-31,1,-21,NA,-35,23,"St  Bernard Parish",NA
-39,-13,NA,-18,-35,22,"St  Charles Parish",NA
NA,-20,NA,NA,-35,NA,"St  Helena Parish","SHN"
-46,-11,NA,NA,-17,NA,"St  James Parish",NA
-34,-3,-67,-51,-37,22,"St  John the Baptist Parish",NA
-28,-16,NA,-40,-28,14,"St  Landry Parish",NA
-34,-14,-10,-45,-29,19,"St  Martin Parish",NA
-31,-11,NA,-43,-33,15,"St  Mary Parish",NA
-45,-19,3,-21,-35,11,"St  Tammany Parish",NA
-35,-6,-20,-17,-32,10,"Tangipahoa Parish",NA
-43,-12,25,-42,-32,9,"Terrebonne Parish",NA
-22,6,NA,NA,-31,NA,"Union Parish",NA
-21,-3,NA,NA,-29,16,"Vermilion Parish",NA
-32,-21,NA,NA,-34,19,"Vernon Parish",NA
-21,-1,NA,NA,-20,2,"Washington Parish",NA
-27,-19,NA,-19,-31,13,"Webster Parish",NA
-42,1,NA,-37,-36,NA,"West Baton Rouge Parish",NA
-23,-29,NA,NA,-22,NA,"West Carroll Parish",NA
-54,-19,NA,NA,-45,NA,"West Feliciana Parish",NA
-25,0,NA,NA,-23,NA,"Winn Parish",NA
-50,-22,-24,-56,-31,10,"Maine",NA
-49,-21,-26,NA,-30,10,"Androscoggin County",NA
-28,9,-4,NA,-18,16,"Aroostook County",NA
-60,-36,-38,-67,-37,13,"Cumberland County 1",NA
-53,-21,NA,NA,-32,0,"Franklin County 7",NA
-35,-1,15,NA,-22,17,"Hancock County 4",NA
-42,-19,-37,-53,-28,10,"Kennebec County",NA
-35,-24,NA,NA,-30,11,"Knox County 2",NA
-54,-15,NA,NA,-30,6,"Lincoln County 4",NA
-53,-27,-55,NA,-38,18,"Oxford County",NA
-45,-14,4,-29,-31,9,"Penobscot County",NA
-62,-8,NA,NA,-14,NA,"Piscataquis County",NA
-48,-11,NA,NA,-34,13,"Sagadahoc County",NA
-29,-15,-9,NA,-22,17,"Somerset County",NA
-44,-20,NA,NA,-27,13,"Waldo County",NA
-42,-8,NA,NA,-24,NA,"Washington County 7",NA
-55,-23,-48,-64,-36,12,"York County",NA
-45,-25,29,-51,-39,13,"Maryland",NA
-39,-17,-8,-32,-31,16,"Allegany County",NA
-49,-31,33,-76,-42,13,"Anne Arundel County",NA
-44,-18,12,-34,-37,12,"Baltimore",NA
-46,-21,10,-39,-36,13,"Baltimore County",NA
-37,-33,33,NA,-39,23,"Calvert County",NA
-28,-21,NA,NA,-28,15,"Caroline County",NA
-43,-35,10,-50,-34,12,"Carroll County 5",NA
-34,-32,-34,-57,-30,10,"Cecil County",NA
-41,-18,-42,-28,-39,13,"Charles County",NA
-29,-6,NA,NA,-28,12,"Dorchester County",NA
-49,-30,19,-35,-38,13,"Frederick County",NA
-37,-20,NA,-17,-37,-1,"Garrett County",NA
-43,-30,50,-62,-32,12,"Harford County",NA
-57,-45,7,-30,-47,16,"Howard County 3",NA
-43,-14,NA,NA,-33,NA,"Kent County 1",NA
-51,-30,44,-50,-45,16,"Montgomery County 5",NA
-40,-26,37,-50,-40,14,"Prince George s County",NA
-57,-33,-36,NA,-40,21,"Queen Anne s County",NA
-41,-7,NA,NA,-36,NA,"Somerset County 1",NA
-40,-19,32,NA,-34,14,"St  Mary s County",NA
-42,-23,NA,NA,-38,8,"Talbot County 1",NA
-42,-20,28,-22,-32,10,"Washington County 8",NA
-46,-23,NA,-58,-34,10,"Wicomico County",NA
-47,-21,-24,NA,-39,16,"Worcester County",NA
-59,-36,-56,-73,-42,16,"Massachusetts",NA
-57,-28,-38,-67,-41,13,"Barnstable County",NA
-49,-31,-36,-68,-35,12,"Berkshire County",NA
-54,-32,-44,-54,-35,13,"Bristol County",NA
-79,-41,NA,-53,-51,NA,"Dukes County",NA
-58,-39,-53,-60,-44,16,"Essex County",NA
-58,-40,-37,-39,-37,22,"Franklin County 8",NA
-54,-28,-46,-56,-37,12,"Hampden County",NA
-60,-39,-45,-65,-43,15,"Hampshire County",NA
-64,-41,-62,-73,-46,18,"Middlesex County 1",NA
-70,-38,NA,NA,-54,NA,"Nantucket County",NA
-63,-37,-57,-61,-44,17,"Norfolk County","NFK"
-57,-32,-34,-54,-37,14,"Plymouth County 1",NA
-71,-41,-68,-79,-51,18,"Suffolk County",NA
-55,-36,-60,-66,-38,14,"Worcester County 1",NA
-58,-28,15,-55,-43,12,"Michigan",NA
-58,-35,-16,-64,-38,14,"Minnesota",NA
-63,-46,-65,NA,-41,NA,"Aitkin County",NA
-55,-34,12,-45,-39,15,"Anoka County",NA
-51,-21,NA,NA,-35,16,"Becker County",NA
-52,-29,4,NA,-36,18,"Beltrami County",NA
-58,-33,NA,NA,-31,18,"Benton County 3",NA
NA,NA,NA,NA,-35,NA,"Big Stone County",NA
-65,-38,-40,NA,-35,20,"Blue Earth County",NA
-31,-39,NA,NA,-19,9,"Brown County 1",NA
-57,-45,NA,NA,-26,11,"Carlton County",NA
-53,-39,-41,NA,-46,24,"Carver County",NA
-67,-22,-18,NA,-45,0,"Cass County 3",NA
-31,NA,NA,NA,-25,NA,"Chippewa County",NA
-72,-41,-33,NA,-35,20,"Chisago County",NA
-44,-25,NA,NA,-34,20,"Clay County 5",NA
-35,-34,NA,NA,-38,NA,"Clearwater County 1",NA
-78,-47,NA,NA,-46,NA,"Cook County 2","COK"
-74,NA,NA,NA,-24,NA,"Cottonwood County",NA
-55,-31,-33,NA,-37,16,"Crow Wing County",NA
-57,-37,-16,-43,-41,15,"Dakota County",NA
-71,-35,NA,NA,-30,4,"Dodge County 1",NA
-56,-38,-47,-20,-35,17,"Douglas County 3",NA
-59,-31,NA,NA,-18,NA,"Faribault County",NA
-74,-25,NA,NA,-28,NA,"Fillmore County",NA
-47,-29,NA,-20,-32,15,"Freeborn County",NA
-49,-38,-20,NA,-39,18,"Goodhue County",NA
NA,NA,NA,NA,-23,NA,"Grant County 2",NA
-64,-37,-17,-74,-44,16,"Hennepin County",NA
-85,-30,NA,NA,-28,NA,"Houston County 1",NA
-45,-32,NA,NA,-44,NA,"Hubbard County",NA
-53,-40,-36,NA,-32,17,"Isanti County",NA
-54,-29,NA,NA,-26,17,"Itasca County",NA
-77,NA,NA,NA,-27,NA,"Jackson County 6",NA
-59,-39,NA,NA,-38,NA,"Kanabec County",NA
-51,-25,NA,NA,-29,16,"Kandiyohi County",NA
-44,-32,NA,NA,-29,NA,"Koochiching County",NA
NA,NA,NA,NA,-20,NA,"Lac qui Parle County",NA
-81,-48,-50,NA,-31,NA,"Lake County 5",NA
-71,NA,NA,NA,NA,NA,"Lake of the Woods County",NA
-22,-22,NA,NA,-33,17,"Le Sueur County",NA
NA,NA,NA,NA,-26,NA,"Lincoln County 5",NA
-51,-33,NA,NA,-25,4,"Lyon County 1",NA
NA,NA,NA,NA,-52,NA,"Mahnomen County",NA
NA,NA,NA,NA,-29,NA,"Marshall County 3","MHL"
-55,-27,NA,NA,-26,NA,"Martin County 2",NA
-49,-31,NA,NA,-25,16,"McLeod County",NA
-40,-49,NA,NA,-32,3,"Meeker County",NA
-49,-30,NA,NA,-39,11,"Mille Lacs County",NA
-49,-37,-61,NA,-27,13,"Morrison County",NA
-48,-37,NA,NA,-25,18,"Mower County",NA
-35,NA,NA,NA,-22,NA,"Murray County 1",NA
-64,-43,NA,NA,-33,20,"Nicollet County",NA
-49,-20,NA,-45,-22,NA,"Nobles County",NA
NA,NA,NA,NA,-23,NA,"Norman County",NA
-62,-35,-13,-57,-40,15,"Olmsted County",NA
-45,-15,-2,NA,-30,15,"Otter Tail County",NA
-39,-21,NA,NA,-40,NA,"Pennington County",NA
-56,-58,-47,NA,-53,10,"Pine County",NA
-64,-20,NA,NA,-26,NA,"Pipestone County",NA
-55,-28,NA,NA,-29,15,"Polk County 4",NA
-83,NA,NA,NA,-33,NA,"Pope County 1",NA
-64,-34,-29,-43,-42,15,"Ramsey County",NA
-49,-2,NA,NA,-38,NA,"Redwood County",NA
-50,NA,NA,NA,-22,NA,"Renville County",NA
-51,-28,-48,-43,-39,18,"Rice County",NA
-65,NA,NA,NA,-26,NA,"Rock County",NA
-73,-26,NA,NA,-49,NA,"Roseau County",NA
-55,-41,-19,NA,-42,15,"Scott County 3",NA
-50,-37,-42,NA,-38,20,"Sherburne County",NA
-32,NA,NA,NA,-18,NA,"Sibley County",NA
-64,-41,-35,-56,-37,14,"St  Louis County",NA
-61,-37,-53,-62,-36,14,"Stearns County",NA
-53,-27,-60,-44,-33,19,"Steele County",NA
-63,-26,NA,NA,-28,NA,"Stevens County",NA
-29,-27,NA,NA,-23,NA,"Swift County",NA
-46,-20,NA,NA,-28,3,"Todd County",NA
-75,-25,NA,NA,-28,NA,"Wabasha County",NA
-46,-27,NA,NA,-28,NA,"Wadena County",NA
-40,-45,NA,NA,-21,NA,"Waseca County",NA
-55,-39,-8,-38,-40,16,"Washington County 9",NA
-57,NA,NA,NA,-7,NA,"Watonwan County",NA
NA,NA,NA,NA,-28,NA,"Wilkin County",NA
-52,-35,NA,-49,-23,20,"Winona County",NA
-55,-37,-25,NA,-35,15,"Wright County 1",NA
-23,NA,NA,NA,-26,NA,"Yellow Medicine County",NA
-32,-7,27,-29,-30,9,"Mississippi",NA
-33,-10,NA,NA,-34,NA,"Adams County 3",NA
-32,-9,NA,NA,-28,1,"Alcorn County",NA
-34,-13,NA,NA,-33,NA,"Amite County",NA
-10,11,NA,NA,-20,NA,"Attala County",NA
NA,NA,NA,NA,-23,NA,"Benton County 4",NA
-15,1,NA,NA,-24,NA,"Bolivar County",NA
-30,2,NA,NA,-32,NA,"Calhoun County 2",NA
NA,NA,NA,NA,-33,NA,"Carroll County 6",NA
-18,-16,NA,NA,-35,NA,"Chickasaw County 1",NA
-22,NA,NA,NA,-9,NA,"Claiborne County",NA
-31,-10,NA,NA,-25,NA,"Clarke County 2",NA
-24,8,NA,-34,-33,NA,"Clay County 6",NA
-19,18,NA,NA,-43,NA,"Coahoma County",NA
-19,-2,NA,NA,-15,NA,"Copiah County",NA
-32,-7,NA,NA,-29,NA,"Covington County",NA
-37,-7,50,-25,-34,10,"DeSoto County 1",NA
-32,-8,NA,-27,-30,13,"Forrest County",NA
-28,9,NA,NA,-28,NA,"George County",NA
NA,-10,NA,NA,-23,NA,"Greene County 5",NA
-14,10,NA,NA,-15,NA,"Grenada County","GRD"
-22,-7,NA,NA,-40,16,"Hancock County 5",NA
-39,-13,51,-41,-44,10,"Harrison County 2",NA
-28,0,10,-9,-29,9,"Hinds County",NA
2,13,NA,NA,-30,NA,"Holmes County 1",NA
NA,-9,NA,NA,-30,NA,"Humphreys County",NA
-33,14,NA,NA,-28,NA,"Itawamba County",NA
-28,-9,19,-38,-38,10,"Jackson County 7",NA
-22,-3,NA,NA,-18,NA,"Jasper County 4",NA
NA,6,NA,NA,-34,NA,"Jefferson Davis County",NA
-24,1,NA,NA,-28,11,"Jones County 2",NA
NA,NA,NA,NA,-26,NA,"Kemper County",NA
-46,-21,NA,NA,-35,10,"Lafayette County 1",NA
-52,-11,NA,-44,-25,14,"Lamar County 1",NA
-38,-14,8,-29,-35,14,"Lauderdale County",NA
NA,4,NA,NA,-30,NA,"Lawrence County 3",NA
-21,-23,NA,NA,-26,NA,"Leake County",NA
-46,-12,NA,-26,-33,19,"Lee County 4",NA
-7,6,NA,NA,-15,NA,"Leflore County",NA
-22,-13,NA,NA,-25,NA,"Lincoln County 6",NA
-33,8,NA,-39,-28,13,"Lowndes County 1",NA
-33,-11,45,-45,-37,21,"Madison County 7",NA
-17,-7,NA,NA,-15,NA,"Marion County 6",NA
-14,4,NA,NA,-22,5,"Marshall County 4","MHL"
-46,-7,NA,NA,-31,0,"Monroe County 6",NA
-50,-23,NA,-22,-17,NA,"Montgomery County 6",NA
-23,-7,NA,NA,-27,NA,"Neshoba County",NA
-19,-7,NA,NA,-16,NA,"Newton County 3",NA
-5,10,NA,NA,-19,NA,"Noxubee County",NA
-44,-20,NA,NA,-32,2,"Oktibbeha County",NA
-8,7,NA,-28,-22,-3,"Panola County",NA
-18,0,NA,-24,-28,14,"Pearl River County",NA
NA,-4,-22,NA,-27,NA,"Perry County 3",NA
-27,-9,NA,-28,-19,-2,"Pike County 4",NA
-28,-3,NA,NA,-29,-1,"Pontotoc County",NA
-23,-3,NA,NA,-25,NA,"Prentiss County",NA
NA,NA,NA,NA,-32,NA,"Quitman County",NA
-42,-12,-9,-42,-27,10,"Rankin County",NA
-27,-1,NA,-9,-17,NA,"Scott County 4",NA
-25,-3,NA,-40,-20,NA,"Simpson County",NA
NA,7,NA,NA,-21,NA,"Smith County",NA
-18,-22,NA,NA,-28,NA,"Stone County 1",NA
-9,25,NA,-20,-10,NA,"Sunflower County",NA
NA,-6,NA,NA,-31,NA,"Tallahatchie County",NA
-24,-1,NA,-8,-28,NA,"Tate County",NA
-26,-17,NA,NA,-25,NA,"Tippah County",NA
-2,8,NA,NA,-22,NA,"Tishomingo County",NA
-50,16,NA,NA,-44,NA,"Tunica County",NA
-25,-8,NA,-20,-32,NA,"Union County 6",NA
-47,2,NA,NA,-28,NA,"Walthall County",NA
-26,-11,-20,NA,-28,15,"Warren County 4",NA
-22,5,NA,NA,-18,11,"Washington County 10",NA
-25,11,NA,NA,-21,NA,"Wayne County 4",NA
-41,-9,NA,NA,-33,NA,"Webster County 1",NA
NA,-8,NA,NA,-28,NA,"Wilkinson County 1",NA
-6,-6,NA,NA,-23,NA,"Winston County",NA
NA,-2,NA,NA,-28,NA,"Yalobusha County",NA
-19,11,NA,NA,-20,NA,"Yazoo County",NA
-38,-12,73,-34,-32,9,"Missouri",NA
-51,-25,28,-37,-37,10,"Montana",NA
-34,-9,109,-18,-24,8,"Nebraska",NA
-47,-23,-38,-62,-52,14,"Nevada",NA
-36,-13,-3,NA,-35,18,"Carson City",NA
-27,-11,NA,NA,-28,5,"Churchill County",NA
-48,-26,-47,-66,-56,15,"Clark County 3",NA
-58,-35,-35,NA,-47,18,"Douglas County 4",NA
-40,10,7,-11,-35,17,"Elko County",NA
-46,-1,NA,-40,-20,NA,"Humboldt County 2",NA
-59,-12,NA,NA,-41,NA,"Lander County",NA
-14,-5,NA,-10,-27,15,"Lyon County 2",NA
NA,NA,NA,-29,NA,NA,"Mineral County",NA
-26,-15,-52,-20,-40,13,"Nye County",NA
NA,NA,NA,6,-32,NA,"Pershing County",NA
-73,NA,NA,NA,-38,NA,"Storey County",NA
-44,-21,6,-64,-42,12,"Washoe County",NA
-65,-4,NA,-4,-23,NA,"White Pine County",NA
-58,-35,-63,-63,-38,13,"New Hampshire",NA
-52,-28,-53,NA,-35,18,"Belknap County",NA
-69,-30,-66,NA,-51,19,"Carroll County 7",NA
-51,-36,-46,NA,-34,18,"Cheshire County",NA
-52,-21,-68,NA,-37,10,"Coos County",NA
-62,-37,-71,-45,-44,20,"Grafton County",NA
-62,-37,-55,-57,-38,14,"Hillsborough County 1",NA
-58,-31,-59,-76,-37,13,"Merrimack County",NA
-59,-36,-63,-60,-39,14,"Rockingham County",NA
-51,-38,-53,-39,-38,13,"Strafford County",NA
-45,-22,NA,NA,-28,16,"Sullivan County 1",NA
-59,-33,-36,-70,-44,16,"New Jersey","JEY"
-56,-30,11,-72,-55,16,"Atlantic County",NA
-66,-37,-64,-64,-50,19,"Bergen County",NA
-53,-39,7,-53,-38,14,"Burlington County",NA
-50,-30,-29,-59,-37,13,"Camden County 1",NA
-49,-27,-14,-59,-41,19,"Cape May County",NA
-36,-19,-35,-28,-25,10,"Cumberland County 2",NA
-60,-27,-50,-78,-43,17,"Essex County 1",NA
-54,-30,-3,-15,-36,13,"Gloucester County",NA
-62,-38,-69,-72,-51,18,"Hudson County",NA
-64,-35,21,-31,-42,28,"Hunterdon County",NA
-55,-25,-27,-74,-43,15,"Mercer County 1",NA
-64,-41,-31,-77,-44,17,"Middlesex County 2",NA
-62,-34,-32,-67,-44,17,"Monmouth County",NA
-63,-39,-43,-64,-47,18,"Morris County",NA
-55,-31,-25,-58,-42,15,"Ocean County",NA
-66,-34,-53,-55,-46,16,"Passaic County",NA
-39,-21,-22,-61,-28,18,"Salem County",NA
-61,-36,-31,-60,-47,17,"Somerset County 2",NA
-57,-27,-39,-53,-39,15,"Sussex County 1",NA
-62,-32,-40,-61,-44,17,"Union County 7",NA
-47,-37,-35,-40,-35,14,"Warren County 5",NA
-44,-18,-12,-31,-34,11,"New Mexico","MEX"
-46,-22,8,-43,-37,11,"Bernalillo County",NA
-46,-26,-41,-49,-26,12,"Chaves County",NA
-27,-7,NA,-16,-30,NA,"Cibola County",NA
-62,-29,NA,-26,-40,NA,"Colfax County",NA
-38,-17,-32,-38,-25,16,"Curry County",NA
-41,-19,-15,-34,-33,12,"Doña Ana County",NA
-38,-20,-39,-35,-20,12,"Eddy County",NA
-35,-9,NA,NA,-25,2,"Grant County 3",NA
-39,-30,NA,-9,NA,NA,"Guadalupe County",NA
-57,NA,NA,-31,NA,NA,"Hidalgo County",NA
-44,-9,-24,-34,-26,13,"Lea County",NA
-71,-41,-72,NA,-48,NA,"Lincoln County 7",NA
-70,-33,NA,NA,-53,NA,"Los Alamos County",NA
-41,-16,-45,-22,-22,NA,"Luna County",NA
-41,1,NA,-13,-20,22,"McKinley County",NA
-39,-25,-58,NA,-36,19,"Otero County 1",NA
-10,-4,NA,-7,-25,NA,"Quay County",NA
-30,-20,NA,NA,-37,12,"Rio Arriba County",NA
-31,-23,NA,NA,-22,NA,"Roosevelt County",NA
-42,-15,2,-38,-26,10,"San Juan County",NA
-29,-22,NA,-41,-29,-1,"San Miguel County 1",NA
-34,-13,3,-28,-42,11,"Sandoval County",NA
-52,-23,-23,-51,-44,12,"Santa Fe County",NA
-44,-4,NA,NA,-24,NA,"Sierra County","SLE"
-42,-8,NA,NA,-36,NA,"Socorro County",NA
-59,-29,-36,NA,-52,1,"Taos County",NA
-24,-7,NA,-8,-25,NA,"Torrance County",NA
NA,NA,NA,-34,NA,NA,"Union County 8",NA
-38,-8,-10,-21,-33,13,"Valencia County",NA
-62,-32,-47,-68,-46,16,"New York",NA
-40,-15,13,-51,-35,10,"North Carolina",NA
-39,-7,34,-18,-33,9,"Alamance County",NA
-24,10,NA,NA,-23,12,"Alexander County 1",NA
-31,-11,NA,NA,-22,NA,"Alleghany County",NA
-43,2,NA,NA,-21,NA,"Anson County",NA
-5,1,NA,NA,-29,NA,"Ashe County",NA
-50,-18,NA,NA,-28,NA,"Avery County",NA
-22,-7,58,NA,-25,13,"Beaufort County",NA
105,-3,NA,NA,-20,NA,"Bertie County",NA
-14,5,-27,NA,-21,12,"Bladen County",NA
-27,-11,26,-33,-33,8,"Brunswick County",NA
-60,-30,-9,-70,-45,13,"Buncombe County",NA
-26,-3,30,NA,-24,7,"Burke County 1",NA
-50,-26,6,-33,-41,12,"Cabarrus County",NA
-20,-8,-2,NA,-29,7,"Caldwell County",NA
-41,NA,NA,NA,-30,NA,"Camden County 2",NA
-25,-13,-2,NA,-33,8,"Carteret County",NA
-25,38,NA,NA,-32,NA,"Caswell County",NA
-41,-8,49,-11,-29,8,"Catawba County",NA
-21,-20,0,NA,-35,17,"Chatham County 1",NA
-33,-14,NA,NA,-43,1,"Cherokee County 2",NA
-11,-1,NA,NA,-12,NA,"Chowan County",NA
-26,-14,NA,NA,-32,NA,"Clay County 7",NA
-33,-5,8,NA,-27,7,"Cleveland County 1",NA
-19,3,NA,NA,-23,10,"Columbus County",NA
-30,-2,35,-25,-32,7,"Craven County",NA
-31,-11,18,-32,-34,8,"Cumberland County 3",NA
-14,-7,NA,NA,-27,8,"Currituck County",NA
-45,-27,3,NA,-31,12,"Dare County",NA
-32,-12,60,-18,-31,9,"Davidson County",NA
-28,-9,NA,-27,-30,14,"Davie County",NA
-34,-3,NA,-20,-25,11,"Duplin County",NA
-50,-28,-7,-36,-43,13,"Durham County",NA
-9,12,NA,NA,-26,12,"Edgecombe County",NA
-45,-28,57,-17,-39,11,"Forsyth County 1",NA
-21,-8,NA,NA,-39,16,"Franklin County 9",NA
-38,-26,-7,NA,-33,10,"Gaston County",NA
NA,NA,NA,NA,-28,NA,"Gates County",NA
NA,NA,NA,NA,-30,NA,"Graham County 1",NA
-18,-14,NA,NA,-32,16,"Granville County",NA
-37,-6,-14,NA,-31,NA,"Greene County 6",NA
-47,-29,20,-42,-39,12,"Guilford County",NA
-23,-8,NA,NA,-20,11,"Halifax County",NA
-23,-3,0,-9,-32,8,"Harnett County",NA
-40,-21,24,-19,-35,9,"Haywood County",NA
-49,-26,25,-46,-38,11,"Henderson County 1",NA
-46,9,NA,NA,-25,NA,"Hertford County",NA
-14,3,NA,NA,-29,14,"Hoke County",NA
-35,-7,38,-15,-31,8,"Iredell County",NA
-40,-25,17,NA,-51,15,"Jackson County 8",NA
-36,-14,21,-14,-33,9,"Johnston County",NA
NA,-8,NA,NA,-22,NA,"Jones County 3",NA
-25,1,NA,NA,-27,14,"Lee County 5",NA
-30,-4,NA,NA,-25,12,"Lenoir County",NA
-16,-2,-31,NA,-32,7,"Lincoln County 8",NA
-33,-8,-7,NA,-38,13,"Macon County 2",NA
-38,-20,NA,NA,-28,NA,"Madison County 8",NA
-21,0,NA,NA,-28,NA,"Martin County 3",NA
-20,-2,35,-23,-18,12,"McDowell County",NA
-53,-23,1,-70,-43,13,"Mecklenburg County",NA
-26,-10,NA,NA,-24,NA,"Mitchell County 2",NA
-21,24,9,-19,-24,-1,"Montgomery County 7",NA
-40,-11,21,NA,-39,9,"Moore County",NA
-32,-1,-39,-16,-29,7,"Nash County",NA
-43,-17,12,-63,-34,9,"New Hanover County",NA
-62,22,NA,NA,-18,NA,"Northampton County",NA
-30,-5,25,-61,-29,7,"Onslow County",NA
-56,-39,-20,-50,-44,14,"Orange County 3",NA
-15,15,NA,NA,-29,NA,"Pamlico County",NA
-24,-9,NA,-49,-31,14,"Pasquotank County",NA
-17,-2,NA,NA,-27,14,"Pender County",NA
-47,-10,NA,NA,-24,NA,"Perquimans County",NA
-21,15,NA,NA,-31,15,"Person County",NA
-47,-20,6,-38,-32,9,"Pitt County",NA
-43,-14,NA,NA,-34,NA,"Polk County 5",NA
-38,-6,-13,NA,-25,8,"Randolph County 4",NA
-31,-2,NA,NA,-26,10,"Richmond County 1",NA
-27,-3,NA,-21,-26,6,"Robeson County",NA
-20,-3,-12,-8,-30,8,"Rockingham County 1",NA
-38,-6,66,-28,-30,8,"Rowan County",NA
-34,-8,-10,NA,-29,9,"Rutherford County",NA
-14,4,NA,NA,-24,11,"Sampson County",NA
-25,-4,NA,NA,-30,11,"Scotland County",NA
-18,-13,NA,NA,-32,12,"Stanly County",NA
-33,-6,-25,NA,-26,12,"Stokes County",NA
-24,-3,-20,-9,-29,12,"Surry County",NA
-77,9,-31,NA,-52,NA,"Swain County",NA
-28,-11,14,NA,-37,6,"Transylvania County",NA
-33,-18,4,-17,-38,11,"Union County 9",NA
-24,0,NA,NA,-28,13,"Vance County",NA
-51,-31,-1,-74,-43,13,"Wake County",NA
-4,18,NA,NA,-20,NA,"Warren County 6",NA
-29,8,NA,NA,-15,NA,"Washington County 11",NA
-55,-38,56,NA,-49,17,"Watauga County",NA
-30,-5,22,-30,-24,7,"Wayne County 5",NA
-26,3,-49,NA,-25,10,"Wilkes County 1",NA
-27,-7,-11,NA,-26,7,"Wilson County",NA
-47,-7,NA,NA,-31,11,"Yadkin County",NA
-31,-7,NA,NA,-31,NA,"Yancey County",NA
-44,-13,73,-36,-24,9,"North Dakota",NA
-22,NA,NA,NA,-25,NA,"Barnes County",NA
-39,NA,NA,NA,-35,NA,"Bottineau County",NA
-44,-14,26,-56,-25,11,"Burleigh County",NA
-54,-26,69,-34,-30,12,"Cass County 4",NA
-56,-18,-26,NA,NA,NA,"Dunn County",NA
-46,-20,-48,-38,-28,20,"Grand Forks County",NA
-40,-15,NA,-25,-14,NA,"McKenzie County",NA
-63,NA,NA,NA,-26,NA,"McLean County 1",NA
NA,10,NA,NA,-27,NA,"Mercer County 2",NA
-33,2,NA,-12,-24,17,"Morton County",NA
-35,-14,NA,NA,-27,NA,"Mountrail County",NA
NA,NA,NA,NA,-22,NA,"Pembina County",NA
-39,-27,NA,NA,-29,NA,"Ramsey County 1",NA
NA,NA,NA,NA,-13,NA,"Ransom County",NA
-42,-4,NA,NA,-23,NA,"Richland County 1",NA
-33,NA,NA,NA,-37,NA,"Rolette County",NA
-29,18,NA,NA,-10,14,"Stark County 1",NA
-25,-15,NA,NA,-15,NA,"Stutsman County",NA
NA,NA,NA,NA,-31,NA,"Traill County",NA
-26,NA,NA,NA,-22,NA,"Walsh County",NA
-38,-12,NA,-35,-23,18,"Ward County",NA
-30,-6,NA,-25,-21,14,"Williams County",NA
-43,-19,117,-33,-35,10,"Ohio",NA
-36,-12,29,-23,-32,9,"Oklahoma",NA
-3,8,NA,NA,-23,NA,"Adair County 1",NA
-19,-19,NA,-26,-27,NA,"Atoka County",NA
-20,-9,NA,-10,-13,NA,"Beckham County",NA
